_source,cust_guid,history,md5,model,notes,observed,platform,related_intent,requesttype,routed,subtags,tag,tagsource,text,timestamp,weight
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 25}",206824102202122009Comcast.USR5JR,,9c348e2420f3609c9c5e7a5e3c5be517,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.033744: autotagged by fwph""]",BST,ios,,,BST,,BST,"('comcast-tagsource20170723.csv', '', 281)",Order a tv box for a new tv,2017-07-30T02:50:33.711000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 26}",837459051003102014Comcast.USRIMS,,ee34ef1e3923bac62a4f7adc567b5fdf,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.989950: autotagged by fwph""]",BC,ios,,,BC,,BS,"('comcast-tagsource20170723.csv', '', 160)",Cancel a service,2017-07-29T02:46:08.680000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 27}","430224090130072016Comcast.cust,302737590829112015Comcast.cust,182842090203022011Comcast.USR4JR",,"0deeb358ee7c391a63a7f287029860ce,0afe5651a809a681b4c1e9b50606ef21,2b7062a794719a9034abae61d1932733",ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.976212: autotagged by fwph""]",BM,ios,,,BM,,BM,"('comcast-tagsource20170723.csv', '', 31)",Moving,"2017-07-28T02:05:48.123000+00:00,2017-07-27T23:03:04.766000+00:00,2017-07-23T19:33:33.757000+00:00",1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 28}",774329140528082013Comcast.USRIMS,,1c2fc054df09fd6b9036f76688ed90f9,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.055153: autotagged by fwph""]",B,ios,,,B,,BBC,"('comcast-tagsource20170723.csv', '', 341)",Wondering why my bill is over 245? Is my original contract over? I was trying to keep my bill no more than $200.00.,2017-07-26T00:48:47.134000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 29}",107040141001042015Comcast.USRIMS,,05dc4befb5aaab1cb810770c4ce329e2,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.037534: autotagged by fwph""]",BBCL,ios,,,BBCL,,BBCL,"('comcast-tagsource20170723.csv', '', 290)",Reduce my cost,2017-07-27T02:04:14.614000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 30}",2751552526240011920062017.cust,,0e449aa194b8cb1837bd1c7889e599d4,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.984537: autotagged by fwph""]",BC,ios,,,BC,,BC,"('comcast-tagsource20170723.csv', '', 146)",As of July 31 I would like to cancel my cable.,2017-07-28T19:50:21.103000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 31}",984657370519022014Comcast.USRIMS,,ae2a73954365adc8476eeb6146ab70cd,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.043371: autotagged by fwph""]",BP,ios,,,BP,,BP,"('comcast-tagsource20170723.csv', '', 35)",Stop payment,2017-07-25T02:48:13.798000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 32}",459257080311072014Comcast.USRIMS,,ebd9bf0a9dd1b042ee1fc5808b7c0744,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.000804: autotagged by fwph""]",RTV,ios,,,RTV,,RTV,"('comcast-tagsource20170723.csv', '', 130)",Dvr service unavailable,2017-07-23T22:17:52.116000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 33}",305849351510082005Comcast.USR7JR,,bc400b9ff9a7a9501d1b6ab566a48ad5,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.034184: autotagged by fwph""]",BS,ios,,,BS,,BS,"('comcast-tagsource20170723.csv', '', 282)",Package options,2017-07-23T15:49:47.404000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 34}",194112522211012005Comcast.USR1JR,,84723443d0258d4aa8ccfc06580716b2,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.027360: autotagged by fwph""]",B,ios,,,B,,BBC,"('comcast-tagsource20170723.csv', '', 265)",My bundle discount of 41.50  significantly reduced in May and my bill has increased as a result. I called about it a month ago and still has not been addressed. I have been a loyal Xfinity customer for a very long time and need this addressed immediately.,2017-07-25T14:12:38.718000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 35}","168121440409052015Comcast.USRIMS,822027030203082016Comcast.cust",,"a7db964906c3e551b46115dab6f8e8fe,267812cd886668440e6805626d4855ee",known_good,"[""2017-08-08T11:02:34.978763: autotagged by fwph""]",RICS,ios,,,RICS,,RICS,"('comcast-tagsource20170723.csv', '', 89)",Internet speed,"2017-07-29T19:59:31.557000+00:00,2017-07-23T13:06:24.379000+00:00",1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 36}",586216330605062017Comcast.cust,,b81b2192538d3e553b1262ec5866cb0e,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.002812: autotagged by fwph""]",BBCC,ios,,,B,,BBCC,"('comcast-tagsource20170723.csv', '', 3)",Gift card,2017-07-26T20:18:34.055000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 37}",459530520708032015Comcast.USRIMS,,51a9198e7329db1131ba45c3cde7fa66,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.024518: autotagged by fwph""]",ST,ios,,,ST,,ST,"('comcast-tagsource20170723.csv', '', 255)",Make a appointment,2017-07-27T10:55:54.011000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 38}",722649420312092016Comcast.cust,,d8458a094effe32716e565a474ebf2d2,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.019799: autotagged by fwph""]",RIC,ios,,,RIC,,RIC,"('comcast-tagsource20170723.csv', '', 85)",Internet connection,2017-07-23T18:49:27.891000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 39}",341219211002032017Comcast.cust,,656fd65ba555120182a008ef4cb69303,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.012367: autotagged by fwph""]",RT,ios,,,RT,,RT,"('comcast-tagsource20170723.csv', '', 215)",I left my cable box unplug for a couple of months while I was out of state. I tried to reboot it three times and at the end of the downloads it stated that I'm not authorized. I have internet but no tv.,2017-07-25T12:28:38.285000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 40}",297813410230062015Comcast.cust,,623e3a07a5fe347201ff874491e53ab2,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.003892: autotagged by fwph""]",RTG,ios,,,RTG,,RTG,"('comcast-tagsource20170723.csv', '', 121)",Hbogo,2017-07-24T01:59:34.042000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 41}",351828260009022012Comcast.USR2JR,,16cda78186257a2b7508e7411e48f9f1,known_good,"[""2017-08-08T11:02:35.044282: autotagged by fwph""]",R,ios,,,R,,R,"('comcast-tagsource20170723.csv', '', 77)",Support,2017-07-27T00:13:14.041000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 42}",600107250522072015Comcast.cust,,5ae62081498a68a0c337ac1263a44eee,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.049883: autotagged by fwph""]",BST,ios,,,BB,,BBC,"('comcast-tagsource20170723.csv', '', 324)",What is broadcast tv,2017-07-25T15:09:31.862000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 43}",541650120701092015Comcast.cust,,4fcdb77f2f7e26ce0aab55c5b6c5ecd4,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.996273: autotagged by fwph""]",R,ios,,,R,,R,"('comcast-tagsource20170723.csv', '', 72)",Connection problem,2017-07-28T03:42:11.978000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 44}",3492096003314541717072017.cust,,46ccbdfffa33701030da8d68b23a705b,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.031013: autotagged by fwph""]",RIW,ios,,,RIW,,RIW,"('comcast-tagsource20170723.csv', '', 100)",My wifi does not work,2017-07-23T18:17:28.777000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 45}",030453512212102011Comcast.USR6JR,,d8fcda0975eaee5c7a5cb779ebd6217f,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.038084: autotagged by fwph""]",BSR,ios,,,BSR,,BSR,"('comcast-tagsource20170723.csv', '', 293)",Remote broke need a new remote,2017-07-24T00:20:30.259000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 46}",067511191702112007Comcast.USR6JR,,97d054466ed5f0e66f5f808602d9dacb,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.042276: autotagged by fwph""]",RTG,ios,,,RTG,,O,"('comcast-tagsource20170723.csv', '', 299)",Setting,2017-07-25T01:25:02.646000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 47}",545332380123082014Comcast.USRIMS,,5565ccd5cbb6d818512faa80beaeea73,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.053658: autotagged by fwph""]",B,ios,,,B,,BBCD,"('comcast-tagsource20170723.csv', '', 337)",Why did I get a late payment notice after bill was paid,2017-07-23T21:51:35.069000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 48}",125020040111080951COMCAST.USRMIG,,e8754e77d4346c56b347ef1276edaa84,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.038269: autotagged by fwph""]",BC,ios,,,BC,,BAU,"('comcast-tagsource20170723.csv', '', 294)",Remove addresses,2017-07-26T22:12:11.605000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 49}",488150550313012017Comcast.cust,,68b2ccd507ae6ac3b93507346412a9cc,known_good,"[""2017-08-08T11:02:35.008258: autotagged by fwph""]",BB,ios,,,BB,,BB,"('comcast-tagsource20170723.csv', '', 18)",How much do I owe?,2017-07-27T20:01:58.324000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 50}",585036210220042015Comcast.USRIMS,,0093b76bf579731fb575a7af4d0cadbc,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.011198: autotagged by fwph""]",RO,ios,,,RO,,RT,"('comcast-tagsource20170723.csv', '', 212)",I have no tv service. Is there an outage?,2017-07-24T18:35:25.095000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 51}",731456450327052015Comcast.USRIMS,,8ca74c4d89eabfe6d771c87fdf1a58b4,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.031409: autotagged by fwph""]",RIW,ios,,,RIW,,RIW,"('comcast-tagsource20170723.csv', '', 274)",My wifi password is not working and I know the right password but when I put it in it isn't working,2017-07-24T04:17:40.451000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 52}","957717251013122016Comcast.cust,186557590424092012Comcast.USRIMS,169345390216042016Comcast.cust",,"7787620bd22b3ed12313aa740914c00e,c2102c5b324674867ca20a10dbc92938,63af01a6dce7c54a51aa9d24c9208566",known_good,"[""2017-08-08T11:02:34.975114: autotagged by fwph""]",BC,ios,,,BC,,BC,"('comcast-tagsource20170723.csv', '', 24)",Cancel service,"2017-07-24T14:43:53.173000+00:00,2017-07-29T21:00:15.045000+00:00,2017-07-25T00:55:43.165000+00:00",1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 53}",544231460529082016Comcast.cust,,dbd161d1123f9ae30661d4dfe55dd868,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.008078: autotagged by fwph""]",BP,ios,,,BP,,BPA,"('comcast-tagsource20170723.csv', '', 198)",How long after my due date can I pay my bill?,2017-07-30T02:19:19.017000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 54}",918729061114112016Comcast.cust,,76a8bbe3a5dcc23dea8d7ae3a9dbcab5,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.999618: autotagged by fwph""]",OS,ios,,,OS,,RVF,"('comcast-tagsource20170723.csv', '', 177)",Do not call list,2017-07-24T14:39:33.890000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 55}",554245310129092014Comcast.USRIMS,,fef46d7ef0506255c9ede0cffb39af48,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.983085: autotagged by fwph""]",BST,ios,,,BST,,BST,"('comcast-tagsource20170723.csv', '', 143)",Add station to tv,2017-07-25T20:45:22.416000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 56}",916906360527042016Comcast.cust,,5f013a2c172deb62c12b1f793b9f1244,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.985677: autotagged by fwph""]",BB,ios,,,BB,,BB,"('comcast-tagsource20170723.csv', '', 149)",Bill summary,2017-07-28T16:05:35.304000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 57}",104200121125012017Comcast.cust,,3dcb6aea0b502db2b407a610126bc7c9,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.008677: autotagged by fwph""]",BS,ios,,,BS,,BST,"('comcast-tagsource20170723.csv', '', 200)",How much is it to add showtime hd my program? I'm looking to see if I can try it to see if I like it. Can you guys help me?,2017-07-30T02:12:40.411000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 58}",801918080517092016Comcast.cust,,163a13fd099b7a66040542de0b9e4854,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.982236: autotagged by fwph""]",BAU,ios,,,BA,,BAU,"('comcast-tagsource20170723.csv', '', 2)",Add authorized user,2017-07-29T02:16:47.830000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 59}",3759234876212042129062017.cust,RIC,74709d808c1755e60a23d5d333359402,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.028204: autotagged by fwph"", ""2017-08-16T18:30:30.918873: autotagged by lisa""]",RICI,ios,,,RIC,,RICI,"('comcast-tagsource-ric.csv', '', 8)",My internet has cut out and restarting the router did nothing,2017-07-25T06:38:32.445000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 60}",822837260224062016Comcast.cust,,3245e8786cfd0629726695627372c108,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.013834: autotagged by fwph""]",BBCD,ios,,,BBCD,,BD,"('comcast-tagsource20170723.csv', '', 222)",I received an email alert stating that we have used 90% of our data. This month. I was not aware we were under any restrictions on data use,2017-07-29T20:39:07.904000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 61}",176620040111084523COMCAST.USRMIG,,6416f042b7767df69435e307077fae74,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.044081: autotagged by fwph""]",BS,ios,,,BS,,BS,"('comcast-tagsource20170723.csv', '', 47)",Subscription,2017-07-23T04:28:23.426000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 62}",703523030616102015Comcast.cust,,f3705b96380fceab1f67fd767ca5e1ce,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.004816: autotagged by fwph""]",BP,ios,,,B,,BP,"('comcast-tagsource20170723.csv', '', 186)",Hey here was auto pay for my bill on 27th july ....,2017-07-28T15:36:16.961000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 63}",127320040111090516COMCAST.USRMIG,,e4ba7372549fe899f29877f0f606381e,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.006887: autotagged by fwph""]",BST,ios,,,BST,,BST,"('comcast-tagsource20170723.csv', '', 193)",How do I add dvr,2017-07-25T22:56:50.261000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 64}","659001180327102016Comcast.cust,223246322115022010Comcast.USR6JR,788430450322042017Comcast.cust,659001180327102016Comcast.cust,223246322115022010Comcast.USR6JR,788430450322042017Comcast.cust",,"94281c61c6dfa0896e762b02e5241bbd,15fa91aecc0eacf02f6f4041c886260b,6a0e6b790b7c1cd01a32ac59be3ce0e9,94281c61c6dfa0896e762b02e5241bbd,15fa91aecc0eacf02f6f4041c886260b,6a0e6b790b7c1cd01a32ac59be3ce0e9",known_good,"[""2017-08-08T11:02:34.976556: autotagged by fwph"", ""2017-08-08T11:02:34.976556: autotagged by fwph""]",RO,ios,,,RO,,RO,"('comcast-tagsource20170723.csv', '', 105)",Outage,"2017-07-26T23:23:07.999000+00:00,2017-07-24T19:51:22.029000+00:00,2017-07-25T23:12:45.203000+00:00,2017-07-26T23:23:07.999000+00:00,2017-07-24T19:51:22.029000+00:00,2017-07-25T23:12:45.203000+00:00",2.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 65}",445358321101032017Comcast.cust,,b83b2aa4df5424491823b4e79253bdde,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.050254: autotagged by fwph""]",LPR,ios,,,LPR,,RIWH,"('comcast-tagsource20170723.csv', '', 325)",What is my password to my xfinity hotspot,2017-07-25T20:16:53.967000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 66}",485759290706022017Comcast.cust,,eda3fa27e1f0d0ad553cb467d6bf4807,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.009858: autotagged by fwph""]",RICS,ios,,,RICS,,RICS,"('comcast-tagsource20170723.csv', '', 206)",I don't have internet speed it's so slow,2017-07-27T04:57:09.959000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 67}",770135050806062017Comcast.cust,,d7726e8e985726edf281c3f4e0035b96,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.009677: autotagged by fwph""]",RIE,ios,,,RIE,,RIE,"('comcast-tagsource20170723.csv', '', 205)",I can't access my email. It tells me the page moved or wrong address,2017-07-25T13:47:28.608000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 68}",7069804725853010509072017.cust,,67ee9e82fbe4f29126129de6c805881f,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.999258: autotagged by fwph""]",RID,ios,,,RID,,RID,"('comcast-tagsource20170723.csv', '', 175)",Disconnect device from internet,2017-07-25T01:28:19.286000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 69}",351329330629062016Comcast.cust,,7e924409c1081a12022fe44db4323fa2,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.018914: autotagged by fwph""]",BP,ios,,,BP,,BPP,"('comcast-tagsource20170723.csv', '', 241)",I'm trying to make a payment for the past due balance,2017-07-27T05:14:52.121000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 70}",787107210722102014Comcast.USRIMS,,a245588d9a1ba4049595a0b1eff8bfee,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.042075: autotagged by fwph""]",O,ios,,,O,,AWX,"('comcast-tagsource20170723.csv', '', 298)",Set up xfinity xfi,2017-07-26T02:44:57.432000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 71}",063820070210025425COMCAST.USRMIG,,92289eb970f144a8b40bdf212af790d3,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.026383: autotagged by fwph""]",RH,ios,,,RH,,RH,"('comcast-tagsource20170723.csv', '', 261)",My alarm system isn’t working,2017-07-27T22:35:05.210000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 72}",751913100611032016Comcast.cust,,6034041cc70b3e4f3187f753d1c7235f,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.003415: autotagged by fwph""]",RTG,ios,,,RTG,,RTG,"('comcast-tagsource20170723.csv', '', 120)",HBO go,2017-07-24T01:52:22.475000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 73}",786221590116082012Comcast.USRIMS,,4900780d112b29f4ac820c5fb438301b,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.008896: autotagged by fwph""]",BD,ios,,,BD,,BSI,"('comcast-tagsource20170723.csv', '', 201)",How much is unlimited usage?,2017-07-26T17:32:19.818000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 74}",614210080126062016Comcast.cust,,f3b656c2269e1eee05aba7394a4720bf,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.056133: autotagged by fwph""]",B,ios,,,B,,BD,"('comcast-tagsource20170723.csv', '', 345)",Yes I made a payment Thursday and I'm still getting text saying we went over our internet data amount,2017-07-29T13:10:13.980000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 75}",105220040111080904COMCAST.USRMIG,,1a73e52b42074c18fba3aa9d976eeaa9,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.054018: autotagged by fwph""]",BBC,ios,,,BBCD,,BBC,"('comcast-tagsource20170723.csv', '', 339)",Why is my bill $94,2017-07-23T22:45:55.954000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 76}",781023050722092016Comcast.cust,,2a4e1906bbdba2e327e963c9fae9e52f,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.010219: autotagged by fwph""]",RTS,ios,,,RTS,,RTS,"('comcast-tagsource20170723.csv', '', 208)",I forget my Netflix password,2017-07-24T00:56:07.605000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 77}",492220070323111233COMCAST.USRMIG,,e666eadcbd904e75d9e5359188c1ef73,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.031914: autotagged by fwph""]",B,ios,,,B,,BS,"('comcast-tagsource20170723.csv', '', 4)",Need to change my plan,2017-07-26T12:24:04.816000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 78}",559855331225022015Comcast.USRIMS,,d886d319f0c4154974d85c75a0e2d911,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:35.055881: autotagged by fwph""]",RIC,ios,,,RIC,,RI,"('comcast-tagsource20170723.csv', '', 344)",Yes I have no internet since early on today,2017-07-24T01:04:07.437000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 79}",853307181109052017Comcast.cust,,e2779d07ad73bb8cf22343a42acb2a64,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.992894: autotagged by fwph""]",BS,ios,,,BS,,BS,"('comcast-tagsource20170723.csv', '', 43)",Change plan,2017-07-29T02:39:55.910000+00:00,1.0
"{'corpus': 'ccsrsprod', 'flavor': 'week20170723b', 'record': 80}",617933210216032016Comcast.cust,,1b1b261be313bc31fab6d51d6490dd2d,ccSklearnLogitEnsemble,"[""2017-08-08T11:02:34.988695: autotagged by fwph""]",BPA,ios,,,BPA,,BPA,"('comcast-tagsource20170723.csv', '', 155)",Can I make a payment arrangement online?,2017-07-24T03:01:30.416000+00:00,1.0
